2019-06-25 16:55:15,703 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2019-06-25 16:57:03,438 args = Namespace(batch_size=64, data='./data', epochs=5, learning_rate=0.025, save='logs', seed=2, weight_decay=0.0003)
2019-06-25 16:57:26,627 param size = 0.046234MB
2019-06-25 16:57:26,628 Starting epoch 1/5
2019-06-25 17:03:22,070 valid mini-batch 287, loss=5.463256e-01 accuracy=82.280816
2019-06-25 17:03:22,245 valid mini-batch 288, loss=5.465580e-01 accuracy=82.277249
2019-06-25 17:03:22,419 valid mini-batch 289, loss=5.459265e-01 accuracy=82.279095
2019-06-25 17:03:22,573 valid mini-batch 290, loss=5.455509e-01 accuracy=82.291667
2019-06-25 17:03:22,747 valid mini-batch 291, loss=5.453355e-01 accuracy=82.282748
2019-06-25 17:03:22,922 valid mini-batch 292, loss=5.455646e-01 accuracy=82.279224
2019-06-25 17:03:23,073 valid mini-batch 293, loss=5.451601e-01 accuracy=82.291667
2019-06-25 17:03:23,247 valid mini-batch 294, loss=5.449495e-01 accuracy=82.309322
2019-06-25 17:03:23,424 valid mini-batch 295, loss=5.448883e-01 accuracy=82.300465
2019-06-25 17:03:23,598 valid mini-batch 296, loss=5.450908e-01 accuracy=82.281145
2019-06-25 17:03:23,770 valid mini-batch 297, loss=5.450496e-01 accuracy=82.282928
2019-06-25 17:03:23,914 valid mini-batch 298, loss=5.457497e-01 accuracy=82.269022
2019-06-25 17:03:24,069 valid mini-batch 299, loss=5.459147e-01 accuracy=82.255208
2019-06-25 17:03:24,228 valid mini-batch 300, loss=5.457030e-01 accuracy=82.277824
2019-06-25 17:03:24,388 valid mini-batch 301, loss=5.459636e-01 accuracy=82.264073
2019-06-25 17:03:24,532 valid mini-batch 302, loss=5.463644e-01 accuracy=82.240099
2019-06-25 17:03:24,683 valid mini-batch 303, loss=5.464232e-01 accuracy=82.247122
2019-06-25 17:03:24,843 valid mini-batch 304, loss=5.458287e-01 accuracy=82.274590
2019-06-25 17:03:25,002 valid mini-batch 305, loss=5.455231e-01 accuracy=82.276348
2019-06-25 17:03:25,162 valid mini-batch 306, loss=5.453178e-01 accuracy=82.278094
2019-06-25 17:03:25,322 valid mini-batch 307, loss=5.451606e-01 accuracy=82.289976
2019-06-25 17:03:25,481 valid mini-batch 308, loss=5.447223e-01 accuracy=82.301780
2019-06-25 17:03:25,641 valid mini-batch 309, loss=5.440625e-01 accuracy=82.323589
2019-06-25 17:03:25,784 valid mini-batch 310, loss=5.441648e-01 accuracy=82.320137
2019-06-25 17:03:25,935 valid mini-batch 311, loss=5.443609e-01 accuracy=82.316707
2019-06-25 17:03:26,097 valid mini-batch 312, loss=5.441378e-01 accuracy=82.313299
2019-06-25 17:03:26,256 valid mini-batch 313, loss=5.439365e-01 accuracy=82.329817
2019-06-25 17:03:26,416 valid mini-batch 314, loss=5.449589e-01 accuracy=82.306548
2019-06-25 17:03:26,578 valid mini-batch 315, loss=5.457084e-01 accuracy=82.283426
2019-06-25 17:03:26,728 valid mini-batch 316, loss=5.456822e-01 accuracy=82.270308
2019-06-25 17:03:26,914 valid mini-batch 317, loss=5.451134e-01 accuracy=82.286753
2019-06-25 17:03:27,095 valid mini-batch 318, loss=5.449243e-01 accuracy=82.298197
2019-06-25 17:03:27,275 valid mini-batch 319, loss=5.447321e-01 accuracy=82.285156
2019-06-25 17:03:27,458 valid mini-batch 320, loss=5.449313e-01 accuracy=82.267329
2019-06-25 17:03:27,642 valid mini-batch 321, loss=5.449833e-01 accuracy=82.273874
2019-06-25 17:03:27,829 valid mini-batch 322, loss=5.447490e-01 accuracy=82.275542
2019-06-25 17:03:28,028 valid mini-batch 323, loss=5.445973e-01 accuracy=82.291667
2019-06-25 17:03:28,215 valid mini-batch 324, loss=5.451994e-01 accuracy=82.298077
2019-06-25 17:03:28,411 valid mini-batch 325, loss=5.448759e-01 accuracy=82.318827
2019-06-25 17:03:28,599 valid mini-batch 326, loss=5.448882e-01 accuracy=82.310780
2019-06-25 17:03:28,795 valid mini-batch 327, loss=5.449445e-01 accuracy=82.302782
2019-06-25 17:03:28,947 valid mini-batch 328, loss=5.446323e-01 accuracy=82.309081
2019-06-25 17:03:29,101 valid mini-batch 329, loss=5.442696e-01 accuracy=82.320076
2019-06-25 17:03:29,269 valid mini-batch 330, loss=5.447317e-01 accuracy=82.316843
2019-06-25 17:03:29,418 valid mini-batch 331, loss=5.447748e-01 accuracy=82.308923
2019-06-25 17:03:29,569 valid mini-batch 332, loss=5.457013e-01 accuracy=82.296359
2019-06-25 17:03:29,722 valid mini-batch 333, loss=5.459750e-01 accuracy=82.288548
2019-06-25 17:03:29,873 valid mini-batch 334, loss=5.463655e-01 accuracy=82.271455
2019-06-25 17:03:30,024 valid mini-batch 335, loss=5.471357e-01 accuracy=82.277716
2019-06-25 17:03:30,176 valid mini-batch 336, loss=5.464811e-01 accuracy=82.288576
2019-06-25 17:03:30,327 valid mini-batch 337, loss=5.464901e-01 accuracy=82.285503
2019-06-25 17:03:30,478 valid mini-batch 338, loss=5.465069e-01 accuracy=82.287058
2019-06-25 17:03:30,630 valid mini-batch 339, loss=5.463434e-01 accuracy=82.284007
2019-06-25 17:03:30,782 valid mini-batch 340, loss=5.461482e-01 accuracy=82.276393
2019-06-25 17:03:30,932 valid mini-batch 341, loss=5.455528e-01 accuracy=82.291667
2019-06-25 17:03:31,084 valid mini-batch 342, loss=5.454225e-01 accuracy=82.274964
2019-06-25 17:03:31,235 valid mini-batch 343, loss=5.458519e-01 accuracy=82.276526
2019-06-25 17:03:31,387 valid mini-batch 344, loss=5.453832e-01 accuracy=82.291667
2019-06-25 17:03:31,538 valid mini-batch 345, loss=5.456415e-01 accuracy=82.297688
2019-06-25 17:03:31,689 valid mini-batch 346, loss=5.451784e-01 accuracy=82.321686
2019-06-25 17:03:31,867 valid mini-batch 347, loss=5.460199e-01 accuracy=82.296157
2019-06-25 17:03:32,066 valid mini-batch 348, loss=5.455996e-01 accuracy=82.302113
2019-06-25 17:03:32,268 valid mini-batch 349, loss=5.458275e-01 accuracy=82.299107
2019-06-25 17:03:32,469 valid mini-batch 350, loss=5.458178e-01 accuracy=82.305021
2019-06-25 17:03:32,690 valid mini-batch 351, loss=5.455175e-01 accuracy=82.315341
2019-06-25 17:03:32,889 valid mini-batch 352, loss=5.457121e-01 accuracy=82.307897
2019-06-25 17:03:33,090 valid mini-batch 353, loss=5.451610e-01 accuracy=82.331391
2019-06-25 17:03:33,311 valid mini-batch 354, loss=5.444999e-01 accuracy=82.354754
2019-06-25 17:03:33,510 valid mini-batch 355, loss=5.442002e-01 accuracy=82.360428
2019-06-25 17:03:33,711 valid mini-batch 356, loss=5.440179e-01 accuracy=82.366071
2019-06-25 17:03:33,913 valid mini-batch 357, loss=5.442701e-01 accuracy=82.367318
2019-06-25 17:03:34,115 valid mini-batch 358, loss=5.436180e-01 accuracy=82.390320
2019-06-25 17:03:34,335 valid mini-batch 359, loss=5.429775e-01 accuracy=82.413194
2019-06-25 17:03:34,534 valid mini-batch 360, loss=5.425928e-01 accuracy=82.418629
2019-06-25 17:03:34,735 valid mini-batch 361, loss=5.425410e-01 accuracy=82.419717
2019-06-25 17:03:34,937 valid mini-batch 362, loss=5.427744e-01 accuracy=82.416494
2019-06-25 17:03:35,139 valid mini-batch 363, loss=5.426833e-01 accuracy=82.421875
2019-06-25 17:03:35,339 valid mini-batch 364, loss=5.426473e-01 accuracy=82.405822
2019-06-25 17:03:35,543 valid mini-batch 365, loss=5.424473e-01 accuracy=82.415471
2019-06-25 17:03:35,744 valid mini-batch 366, loss=5.418626e-01 accuracy=82.442098
2019-06-25 17:03:35,909 valid mini-batch 367, loss=5.418576e-01 accuracy=82.434613
2019-06-25 17:03:36,076 valid mini-batch 368, loss=5.417308e-01 accuracy=82.444106
2019-06-25 17:03:36,243 valid mini-batch 369, loss=5.424631e-01 accuracy=82.423986
2019-06-25 17:03:36,411 valid mini-batch 370, loss=5.417269e-01 accuracy=82.458726
2019-06-25 17:03:36,579 valid mini-batch 371, loss=5.415743e-01 accuracy=82.480679
2019-06-25 17:03:36,746 valid mini-batch 372, loss=5.420254e-01 accuracy=82.469001
2019-06-25 17:03:36,914 valid mini-batch 373, loss=5.418974e-01 accuracy=82.469920
2019-06-25 17:03:37,081 valid mini-batch 374, loss=5.421695e-01 accuracy=82.462500
2019-06-25 17:03:37,223 valid mini-batch 375, loss=5.424960e-01 accuracy=82.438497
2019-06-25 17:03:37,361 valid mini-batch 376, loss=5.429717e-01 accuracy=82.422911
2019-06-25 17:03:37,519 valid mini-batch 377, loss=5.430434e-01 accuracy=82.423942
2019-06-25 17:03:37,659 valid mini-batch 378, loss=5.427072e-01 accuracy=82.433212
2019-06-25 17:03:37,798 valid mini-batch 379, loss=5.433473e-01 accuracy=82.430099
2019-06-25 17:03:37,937 valid mini-batch 380, loss=5.438493e-01 accuracy=82.410597
2019-06-25 17:03:38,076 valid mini-batch 381, loss=5.437140e-01 accuracy=82.415740
2019-06-25 17:03:38,216 valid mini-batch 382, loss=5.436900e-01 accuracy=82.424935
2019-06-25 17:03:38,356 valid mini-batch 383, loss=5.439265e-01 accuracy=82.434082
2019-06-25 17:03:38,496 valid mini-batch 384, loss=5.442708e-01 accuracy=82.414773
2019-06-25 17:03:38,636 valid mini-batch 385, loss=5.441118e-01 accuracy=82.415803
2019-06-25 17:03:38,775 valid mini-batch 386, loss=5.441001e-01 accuracy=82.412791
2019-06-25 17:03:38,915 valid mini-batch 387, loss=5.442322e-01 accuracy=82.421875
2019-06-25 17:03:39,055 valid mini-batch 388, loss=5.446224e-01 accuracy=82.414846
2019-06-25 17:03:39,195 valid mini-batch 389, loss=5.448378e-01 accuracy=82.395833
2019-06-25 17:03:39,335 valid mini-batch 390, loss=5.450913e-01 accuracy=82.392903
2019-06-25 17:03:39,475 valid mini-batch 391, loss=5.453268e-01 accuracy=82.389987
2019-06-25 17:03:39,615 valid mini-batch 392, loss=5.450462e-01 accuracy=82.399014
2019-06-25 17:03:39,757 valid mini-batch 393, loss=5.456236e-01 accuracy=82.392132
2019-06-25 17:03:39,885 valid mini-batch 394, loss=5.456036e-01 accuracy=82.381329
2019-06-25 17:03:40,013 valid mini-batch 395, loss=5.458515e-01 accuracy=82.358744
2019-06-25 17:03:40,140 valid mini-batch 396, loss=5.453745e-01 accuracy=82.375630
2019-06-25 17:03:40,268 valid mini-batch 397, loss=5.447980e-01 accuracy=82.400283
2019-06-25 17:03:40,395 valid mini-batch 398, loss=5.445719e-01 accuracy=82.409148
2019-06-25 17:03:40,523 valid mini-batch 399, loss=5.447388e-01 accuracy=82.417969
2019-06-25 17:03:40,650 valid mini-batch 400, loss=5.448103e-01 accuracy=82.422849
2019-06-25 17:03:40,815 valid mini-batch 401, loss=5.447858e-01 accuracy=82.443252
2019-06-25 17:03:40,949 valid mini-batch 402, loss=5.447007e-01 accuracy=82.451923
2019-06-25 17:03:41,109 valid mini-batch 403, loss=5.447695e-01 accuracy=82.448948
2019-06-25 17:03:41,270 valid mini-batch 404, loss=5.451202e-01 accuracy=82.426698
2019-06-25 17:03:41,398 valid mini-batch 405, loss=5.447174e-01 accuracy=82.443042
2019-06-25 17:03:41,526 valid mini-batch 406, loss=5.448063e-01 accuracy=82.432432
2019-06-25 17:03:41,654 valid mini-batch 407, loss=5.458281e-01 accuracy=82.418045
2019-06-25 17:03:41,801 valid mini-batch 408, loss=5.459711e-01 accuracy=82.411369
2019-06-25 17:03:41,929 valid mini-batch 409, loss=5.453880e-01 accuracy=82.431402
2019-06-25 17:03:42,056 valid mini-batch 410, loss=5.454061e-01 accuracy=82.428528
2019-06-25 17:03:42,183 valid mini-batch 411, loss=5.454276e-01 accuracy=82.437045
2019-06-25 17:03:42,311 valid mini-batch 412, loss=5.453305e-01 accuracy=82.422821
2019-06-25 17:03:42,438 valid mini-batch 413, loss=5.453836e-01 accuracy=82.431310
2019-06-25 17:03:42,565 valid mini-batch 414, loss=5.461949e-01 accuracy=82.398343
2019-06-25 17:03:42,693 valid mini-batch 415, loss=5.463949e-01 accuracy=82.388071
2019-06-25 17:03:42,824 valid mini-batch 416, loss=5.461082e-01 accuracy=82.404077
2019-06-25 17:03:42,951 valid mini-batch 417, loss=5.462817e-01 accuracy=82.408792
2019-06-25 17:03:43,079 valid mini-batch 418, loss=5.469347e-01 accuracy=82.391110
2019-06-25 17:03:43,207 valid mini-batch 419, loss=5.468155e-01 accuracy=82.388393
2019-06-25 17:03:43,334 valid mini-batch 420, loss=5.470221e-01 accuracy=82.363420
2019-06-25 17:03:43,462 valid mini-batch 421, loss=5.468802e-01 accuracy=82.375592
2019-06-25 17:03:43,590 valid mini-batch 422, loss=5.463783e-01 accuracy=82.395095
2019-06-25 17:03:43,730 valid mini-batch 423, loss=5.462488e-01 accuracy=82.399764
2019-06-25 17:03:43,913 valid mini-batch 424, loss=5.466255e-01 accuracy=82.393382
2019-06-25 17:03:44,053 valid mini-batch 425, loss=5.465909e-01 accuracy=82.390698
2019-06-25 17:03:44,192 valid mini-batch 426, loss=5.463194e-01 accuracy=82.391686
2019-06-25 17:03:44,332 valid mini-batch 427, loss=5.461126e-01 accuracy=82.392669
2019-06-25 17:03:44,472 valid mini-batch 428, loss=5.458096e-01 accuracy=82.408217
2019-06-25 17:03:44,611 valid mini-batch 429, loss=5.454821e-01 accuracy=82.412791
2019-06-25 17:03:44,756 valid mini-batch 430, loss=5.451635e-01 accuracy=82.420969
2019-06-25 17:03:44,896 valid mini-batch 431, loss=5.450931e-01 accuracy=82.421875
2019-06-25 17:03:45,035 valid mini-batch 432, loss=5.453238e-01 accuracy=82.408343
2019-06-25 17:03:45,175 valid mini-batch 433, loss=5.449332e-01 accuracy=82.416475
2019-06-25 17:03:45,315 valid mini-batch 434, loss=5.450352e-01 accuracy=82.420977
2019-06-25 17:03:45,454 valid mini-batch 435, loss=5.453385e-01 accuracy=82.421875
2019-06-25 17:03:45,594 valid mini-batch 436, loss=5.450126e-01 accuracy=82.433495
2019-06-25 17:03:45,738 valid mini-batch 437, loss=5.451639e-01 accuracy=82.412957
2019-06-25 17:03:45,877 valid mini-batch 438, loss=5.449406e-01 accuracy=82.410308
2019-06-25 17:03:46,017 valid mini-batch 439, loss=5.453708e-01 accuracy=82.397017
2019-06-25 17:03:46,156 valid mini-batch 440, loss=5.453123e-01 accuracy=82.397959
2019-06-25 17:03:46,296 valid mini-batch 441, loss=5.453359e-01 accuracy=82.395362
2019-06-25 17:03:46,435 valid mini-batch 442, loss=5.453223e-01 accuracy=82.406885
2019-06-25 17:03:46,574 valid mini-batch 443, loss=5.456208e-01 accuracy=82.393722
2019-06-25 17:03:46,720 valid mini-batch 444, loss=5.454363e-01 accuracy=82.401685
2019-06-25 17:03:46,860 valid mini-batch 445, loss=5.454325e-01 accuracy=82.402607
2019-06-25 17:03:47,000 valid mini-batch 446, loss=5.454162e-01 accuracy=82.400028
2019-06-25 17:03:47,139 valid mini-batch 447, loss=5.453433e-01 accuracy=82.397461
2019-06-25 17:03:47,279 valid mini-batch 448, loss=5.455408e-01 accuracy=82.401865
2019-06-25 17:03:47,418 valid mini-batch 449, loss=5.457441e-01 accuracy=82.388889
2019-06-25 17:03:47,558 valid mini-batch 450, loss=5.457010e-01 accuracy=82.389828
2019-06-25 17:03:47,699 valid mini-batch 451, loss=5.455616e-01 accuracy=82.397677
2019-06-25 17:03:47,832 valid mini-batch 452, loss=5.451625e-01 accuracy=82.408940
2019-06-25 17:03:47,960 valid mini-batch 453, loss=5.450055e-01 accuracy=82.423596
2019-06-25 17:03:48,087 valid mini-batch 454, loss=5.451130e-01 accuracy=82.424451
2019-06-25 17:03:48,214 valid mini-batch 455, loss=5.455876e-01 accuracy=82.421875
2019-06-25 17:03:48,341 valid mini-batch 456, loss=5.451972e-01 accuracy=82.429568
2019-06-25 17:03:48,468 valid mini-batch 457, loss=5.452348e-01 accuracy=82.426992
2019-06-25 17:03:48,595 valid mini-batch 458, loss=5.451809e-01 accuracy=82.434641
2019-06-25 17:03:48,727 valid mini-batch 459, loss=5.453947e-01 accuracy=82.432065
2019-06-25 17:03:48,854 valid mini-batch 460, loss=5.460519e-01 accuracy=82.409165
2019-06-25 17:03:48,982 valid mini-batch 461, loss=5.468006e-01 accuracy=82.403274
2019-06-25 17:03:49,109 valid mini-batch 462, loss=5.468253e-01 accuracy=82.404158
2019-06-25 17:03:49,236 valid mini-batch 463, loss=5.469708e-01 accuracy=82.401670
2019-06-25 17:03:49,363 valid mini-batch 464, loss=5.466328e-01 accuracy=82.395833
2019-06-25 17:03:49,490 valid mini-batch 465, loss=5.469034e-01 accuracy=82.386668
2019-06-25 17:03:49,617 valid mini-batch 466, loss=5.470158e-01 accuracy=82.374197
2019-06-25 17:03:49,747 valid mini-batch 467, loss=5.470105e-01 accuracy=82.375134
2019-06-25 17:03:49,847 valid mini-batch 468, loss=5.466848e-01 accuracy=82.383333
2019-06-25 17:03:49,848 valid_acc 82.383333
2019-06-25 17:03:49,848 genotype = Genotype(normal=[('conv_3x3', 0), ('max_pool_3x3', 1), ('conv_3x3', 0)], normal_concat=range(1, 3), reduce=[('conv_3x3', 0), ('max_pool_3x3', 1), ('conv_3x3', 0)], reduce_concat=range(1, 3))
2019-06-25 17:03:50,045 Starting epoch 2/5
2019-06-25 17:03:50,696 train mini-batch 000, loss=2.690157e-01 accuracy=90.625000
2019-06-25 17:03:51,346 train mini-batch 001, loss=3.332567e-01 accuracy=90.625000
2019-06-25 17:03:52,021 train mini-batch 002, loss=3.747434e-01 accuracy=89.583333
2019-06-25 17:03:52,738 train mini-batch 003, loss=3.733697e-01 accuracy=88.671875
2019-06-25 17:03:53,451 train mini-batch 004, loss=3.453746e-01 accuracy=89.375000
2019-06-25 17:03:54,171 train mini-batch 005, loss=3.253234e-01 accuracy=89.843750
2019-06-25 17:03:54,891 train mini-batch 006, loss=3.168004e-01 accuracy=90.178571
2019-06-25 17:03:55,605 train mini-batch 007, loss=3.277788e-01 accuracy=90.429688
2019-06-25 17:03:56,337 train mini-batch 008, loss=3.172771e-01 accuracy=91.145833
2019-06-25 17:03:56,992 train mini-batch 009, loss=3.134759e-01 accuracy=91.250000
2019-06-25 17:03:57,641 train mini-batch 010, loss=3.132744e-01 accuracy=90.909091
2019-06-25 17:03:58,297 train mini-batch 011, loss=3.127306e-01 accuracy=90.885417
2019-06-25 17:03:58,947 train mini-batch 012, loss=3.053413e-01 accuracy=91.225962
2019-06-25 17:03:59,595 train mini-batch 013, loss=2.966748e-01 accuracy=91.517857
2019-06-25 17:04:00,296 train mini-batch 014, loss=2.917212e-01 accuracy=91.562500
2019-06-25 17:04:01,014 train mini-batch 015, loss=2.845367e-01 accuracy=91.992188
2019-06-25 17:04:01,707 train mini-batch 016, loss=2.921178e-01 accuracy=91.636029
2019-06-25 17:04:02,443 train mini-batch 017, loss=2.854894e-01 accuracy=91.927083
2019-06-25 17:04:03,155 train mini-batch 018, loss=2.900548e-01 accuracy=91.858553
2019-06-25 17:04:03,920 train mini-batch 019, loss=2.914371e-01 accuracy=91.953125
2019-06-25 17:04:04,667 train mini-batch 020, loss=2.917508e-01 accuracy=92.113095
2019-06-25 17:04:05,642 train mini-batch 021, loss=2.888827e-01 accuracy=92.116477
2019-06-25 17:04:06,493 train mini-batch 022, loss=2.851625e-01 accuracy=92.187500
2019-06-25 17:04:07,467 train mini-batch 023, loss=2.895143e-01 accuracy=92.187500
2019-06-25 17:04:08,329 train mini-batch 024, loss=2.914159e-01 accuracy=92.125000
2019-06-25 17:04:09,376 train mini-batch 025, loss=2.958162e-01 accuracy=91.947115
2019-06-25 17:04:10,441 train mini-batch 026, loss=2.995094e-01 accuracy=91.782407
2019-06-25 17:04:11,495 train mini-batch 027, loss=3.004318e-01 accuracy=91.796875
2019-06-25 17:04:12,415 train mini-batch 028, loss=3.036049e-01 accuracy=91.540948
2019-06-25 17:04:13,475 train mini-batch 029, loss=3.053197e-01 accuracy=91.458333
2019-06-25 17:04:14,388 train mini-batch 030, loss=3.028783e-01 accuracy=91.532258
2019-06-25 17:04:15,445 train mini-batch 031, loss=3.042238e-01 accuracy=91.503906
2019-06-25 17:04:16,502 train mini-batch 032, loss=3.009845e-01 accuracy=91.477273
2019-06-25 17:04:17,560 train mini-batch 033, loss=2.985739e-01 accuracy=91.498162
2019-06-25 17:04:18,621 train mini-batch 034, loss=3.004671e-01 accuracy=91.339286
2019-06-25 17:04:19,678 train mini-batch 035, loss=2.983005e-01 accuracy=91.319444
2019-06-25 17:04:20,738 train mini-batch 036, loss=2.956334e-01 accuracy=91.385135
2019-06-25 17:04:21,511 train mini-batch 037, loss=2.982933e-01 accuracy=91.282895
2019-06-25 17:04:22,575 train mini-batch 038, loss=2.989113e-01 accuracy=91.225962
2019-06-25 17:04:23,634 train mini-batch 039, loss=2.972862e-01 accuracy=91.250000
2019-06-25 17:04:24,713 train mini-batch 040, loss=2.964527e-01 accuracy=91.234756
2019-06-25 17:04:25,799 train mini-batch 041, loss=3.007898e-01 accuracy=91.257440
2019-06-25 17:04:26,869 train mini-batch 042, loss=3.017864e-01 accuracy=91.279070
2019-06-25 17:04:27,990 train mini-batch 043, loss=2.987368e-01 accuracy=91.406250
2019-06-25 17:04:28,988 train mini-batch 044, loss=2.983791e-01 accuracy=91.493056
2019-06-25 17:04:30,004 train mini-batch 045, loss=2.970067e-01 accuracy=91.542120
2019-06-25 17:04:30,905 train mini-batch 046, loss=2.943532e-01 accuracy=91.589096
2019-06-25 17:04:31,961 train mini-batch 047, loss=2.969673e-01 accuracy=91.406250
2019-06-25 17:04:32,651 train mini-batch 048, loss=2.998225e-01 accuracy=91.390306
2019-06-25 17:04:33,499 train mini-batch 049, loss=2.996732e-01 accuracy=91.406250
2019-06-25 17:04:34,359 train mini-batch 050, loss=2.982456e-01 accuracy=91.452206
2019-06-25 17:04:35,220 train mini-batch 051, loss=3.029883e-01 accuracy=91.406250
2019-06-25 17:04:36,044 train mini-batch 052, loss=2.995826e-01 accuracy=91.538915
2019-06-25 17:04:36,782 train mini-batch 053, loss=2.974267e-01 accuracy=91.637731
2019-06-25 17:04:37,591 train mini-batch 054, loss=2.972115e-01 accuracy=91.590909
2019-06-25 17:04:38,317 train mini-batch 055, loss=2.981189e-01 accuracy=91.517857
2019-06-25 17:04:39,042 train mini-batch 056, loss=3.006644e-01 accuracy=91.502193
2019-06-25 17:04:39,768 train mini-batch 057, loss=3.009078e-01 accuracy=91.487069
2019-06-25 17:04:40,435 train mini-batch 058, loss=3.019643e-01 accuracy=91.472458
2019-06-25 17:04:41,054 train mini-batch 059, loss=3.005940e-01 accuracy=91.484375
2019-06-25 17:04:41,718 train mini-batch 060, loss=3.011469e-01 accuracy=91.495902
2019-06-25 17:04:42,326 train mini-batch 061, loss=3.013039e-01 accuracy=91.456653
2019-06-25 17:04:42,993 train mini-batch 062, loss=2.991056e-01 accuracy=91.567460
2019-06-25 17:04:43,651 train mini-batch 063, loss=2.976124e-01 accuracy=91.625977
2019-06-25 17:04:44,299 train mini-batch 064, loss=2.966517e-01 accuracy=91.682692
2019-06-25 17:04:45,022 train mini-batch 065, loss=2.949123e-01 accuracy=91.714015
2019-06-25 17:04:45,745 train mini-batch 066, loss=2.942341e-01 accuracy=91.744403
2019-06-25 17:04:46,483 train mini-batch 067, loss=2.924786e-01 accuracy=91.796875
2019-06-25 17:04:47,209 train mini-batch 068, loss=2.921842e-01 accuracy=91.734601
2019-06-25 17:04:47,926 train mini-batch 069, loss=2.913333e-01 accuracy=91.718750
2019-06-25 17:04:48,583 train mini-batch 070, loss=2.892081e-01 accuracy=91.813380
2019-06-25 17:04:49,246 train mini-batch 071, loss=2.904486e-01 accuracy=91.796875
2019-06-25 17:04:49,909 train mini-batch 072, loss=2.911596e-01 accuracy=91.759418
2019-06-25 17:04:50,574 train mini-batch 073, loss=2.925125e-01 accuracy=91.744088
2019-06-25 17:04:51,238 train mini-batch 074, loss=2.924138e-01 accuracy=91.750000
2019-06-25 17:04:51,908 train mini-batch 075, loss=2.903064e-01 accuracy=91.817434
2019-06-25 17:04:52,636 train mini-batch 076, loss=2.898835e-01 accuracy=91.781656
2019-06-25 17:04:53,411 train mini-batch 077, loss=2.886275e-01 accuracy=91.806891
2019-06-25 17:04:54,133 train mini-batch 078, loss=2.875512e-01 accuracy=91.811709
2019-06-25 17:04:54,860 train mini-batch 079, loss=2.906815e-01 accuracy=91.816406
2019-06-25 17:04:55,584 train mini-batch 080, loss=2.936135e-01 accuracy=91.782407
2019-06-25 17:04:56,278 train mini-batch 081, loss=2.951383e-01 accuracy=91.768293
2019-06-25 17:04:57,061 train mini-batch 082, loss=2.950603e-01 accuracy=91.754518
2019-06-25 17:04:57,718 train mini-batch 083, loss=2.978647e-01 accuracy=91.722470
2019-06-25 17:04:58,430 train mini-batch 084, loss=2.994793e-01 accuracy=91.709559
2019-06-25 17:04:59,091 train mini-batch 085, loss=3.020588e-01 accuracy=91.624273
2019-06-25 17:04:59,753 train mini-batch 086, loss=3.032284e-01 accuracy=91.594828
2019-06-25 17:05:00,375 train mini-batch 087, loss=3.015689e-01 accuracy=91.654830
2019-06-25 17:05:00,990 train mini-batch 088, loss=3.002370e-01 accuracy=91.678371
2019-06-25 17:05:01,590 train mini-batch 089, loss=3.017984e-01 accuracy=91.684028
2019-06-25 17:05:02,168 train mini-batch 090, loss=3.025898e-01 accuracy=91.672390
2019-06-25 17:05:02,821 train mini-batch 091, loss=3.021521e-01 accuracy=91.694973
2019-06-25 17:05:03,442 train mini-batch 092, loss=3.003228e-01 accuracy=91.733871
2019-06-25 17:05:04,069 train mini-batch 093, loss=2.998351e-01 accuracy=91.722074
2019-06-25 17:05:04,672 train mini-batch 094, loss=3.010055e-01 accuracy=91.677632
2019-06-25 17:05:05,328 train mini-batch 095, loss=3.014293e-01 accuracy=91.601562
2019-06-25 17:05:05,962 train mini-batch 096, loss=3.011542e-01 accuracy=91.607603
2019-06-25 17:05:06,626 train mini-batch 097, loss=3.010720e-01 accuracy=91.613520
2019-06-25 17:05:07,265 train mini-batch 098, loss=2.995809e-01 accuracy=91.666667
2019-06-25 17:05:07,917 train mini-batch 099, loss=2.990753e-01 accuracy=91.671875
2019-06-25 17:05:08,678 train mini-batch 100, loss=3.004241e-01 accuracy=91.676980
2019-06-25 17:05:09,525 train mini-batch 101, loss=3.005447e-01 accuracy=91.651348
2019-06-25 17:05:10,370 train mini-batch 102, loss=3.001220e-01 accuracy=91.641383
2019-06-25 17:05:11,137 train mini-batch 103, loss=3.004597e-01 accuracy=91.616587
2019-06-25 17:05:11,897 train mini-batch 104, loss=2.997940e-01 accuracy=91.651786
2019-06-25 17:05:12,619 train mini-batch 105, loss=2.994123e-01 accuracy=91.656840
2019-06-25 17:05:13,344 train mini-batch 106, loss=2.988225e-01 accuracy=91.705607
2019-06-25 17:05:14,040 train mini-batch 107, loss=2.987518e-01 accuracy=91.695602
2019-06-25 17:05:14,697 train mini-batch 108, loss=2.978159e-01 accuracy=91.728784
2019-06-25 17:05:15,423 train mini-batch 109, loss=2.967757e-01 accuracy=91.761364
2019-06-25 17:05:16,120 train mini-batch 110, loss=2.954201e-01 accuracy=91.793356
2019-06-25 17:05:16,784 train mini-batch 111, loss=2.943788e-01 accuracy=91.810826
2019-06-25 17:05:17,444 train mini-batch 112, loss=2.945718e-01 accuracy=91.814159
2019-06-25 17:05:18,109 train mini-batch 113, loss=2.939632e-01 accuracy=91.831140
2019-06-25 17:05:18,776 train mini-batch 114, loss=2.938440e-01 accuracy=91.807065
2019-06-25 17:05:19,437 train mini-batch 115, loss=2.938391e-01 accuracy=91.769935
